article_id,comment_counter,title,globe_url,url,comment_text,is_constructive,is_constructive:confidence,toxicity_level,toxicity_level:confidence,did_you_read_the_article,did_you_read_the_article:confidence,annotator_comments,expert_is_constructive,expert_toxicity_level,expert_comments
31284492,source1_31284492_2_1,The driving force behind Beijing's moves in the South China Sea,http://www.theglobeandmail.com/opinion/the-driving-force-behind-beijings-moves-in-the-south-china-sea/article31284492/,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/china.html,"The document it is arbitrating on IS a UN document. Nice try though, wu mao",no,1,1,1,1,1,"

",,,
31284492,source1_31284492_2,The driving force behind Beijing's moves in the South China Sea,http://www.theglobeandmail.com/opinion/the-driving-force-behind-beijings-moves-in-the-south-china-sea/article31284492/,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/china.html,"Professor Burton mistakenly stated the tribunal in The Hague is UN-backed, it is not. The Permanent Court of Arbitration (or the tribunal) bears no relationship with UN. The PCA is not the International Court of Justice (the PCA is not a court in the traditional sense; it is only a special tribunal). The ICJ is the judicial organ of the United Nations. A lot of people thought the PCA is the same as the ICJ. Due to the confusion, the United Nations was forced to clarify four weeks ago that the tribunal is not UN's legislative institution and the ICJ 'has had no involvement' in the South China Sea case. The PCA bears no relationship with the UN.US, UK, France and Russia, all permanent members of the UN Security Council have routinely rejected the PCA' ruling for the past 20 years. I do not think its ruling is binding.",yes,0.6797,1,1,1,1,"

",,,
31284492,source1_31284492_3,The driving force behind Beijing's moves in the South China Sea,http://www.theglobeandmail.com/opinion/the-driving-force-behind-beijings-moves-in-the-south-china-sea/article31284492/,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/china.html,The other side of the story. https://www.youtube.com/watch?v=FfB9TpVG1IkYou will never see this in the G&M!,no,0.6562,1,1,1,1,"

",,,
31284492,source1_31284492_4_0,The driving force behind Beijing's moves in the South China Sea,http://www.theglobeandmail.com/opinion/the-driving-force-behind-beijings-moves-in-the-south-china-sea/article31284492/,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/china.html,You mean to say that Iraq really did have weapons of mass destruction before the U.S. invaded Iraq? Putin works for Washington D.C. ???,no,0.6641,"1
2","0.6562
0.3438",1,1,"

",,,
31284492,source1_31284492_4,The driving force behind Beijing's moves in the South China Sea,http://www.theglobeandmail.com/opinion/the-driving-force-behind-beijings-moves-in-the-south-china-sea/article31284492/,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/china.html,"Here's a good story about Russian disinformation and the West for all you trolls out there check out Ostrovskyaug's 'For Putin, Disinformation Is Power' in the New York Times, 5 Aug 2016.",no,0.6815,"1
4","0.3625
0.319",1,1,"

",,,
31284492,source1_31284492_5_0_0,The driving force behind Beijing's moves in the South China Sea,http://www.theglobeandmail.com/opinion/the-driving-force-behind-beijings-moves-in-the-south-china-sea/article31284492/,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/china.html,"exactly what I was going for. If equally sketchy, both countries (and others who do the same) should be equally chastised. China shouldn't be singled out simply because it has the ability to do more of it.... But other countries should be included in the same discussion, especially if they are the ones providing the harshest criticism on China (while they are doing the same exact thing)",yes,1,"1
3","0.681
0.319",1,1,"

",,,
31284492,source1_31284492_5_0_1,The driving force behind Beijing's moves in the South China Sea,http://www.theglobeandmail.com/opinion/the-driving-force-behind-beijings-moves-in-the-south-china-sea/article31284492/,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/china.html,"Indeed. The only reason I can think of is that the Japanese atoll is kind of middle-of-nowhere in the western Pacific, while the Spratly Islands are smack in the middle of the busiest sea-lanes in the region, with about five competing territorial claims.... If nothing else, your reference also got me to read about Rockall, where the UK foregoes any claim to an economic exclusion zone. Seems like this could be a useful example for others....",yes,1,"2
3","0.3625
0.319",1,1,"

",,,
31284492,source1_31284492_5_0,The driving force behind Beijing's moves in the South China Sea,http://www.theglobeandmail.com/opinion/the-driving-force-behind-beijings-moves-in-the-south-china-sea/article31284492/,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/china.html,I don't know: it seems people are equally skeptical about the Japanese claims (and quite similar island-building activities) over Okinotorishima. Sounds equally sketchy to me....or is that not what you were going for....,no,0.6815,"1
4","0.3625
0.319",1,1,"

",,,
31284492,source1_31284492_5,The driving force behind Beijing's moves in the South China Sea,http://www.theglobeandmail.com/opinion/the-driving-force-behind-beijings-moves-in-the-south-china-sea/article31284492/,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/china.html,Please read this article and tell me if there is a double standard applied to China in the South China Sea dispute. http://thediplomat.com/2016/05/taiwan-japan-fishing-dispute-heats-up/Taiwan-Japan Fishing Dispute Heats UpTaiwan sends Coast Guard and military vessels to enforce its right to fish in what Japan claims as its EEZ.,no,0.6641,1,1,1,1,"

",,,
31284492,source1_31284492_6,The driving force behind Beijing's moves in the South China Sea,http://www.theglobeandmail.com/opinion/the-driving-force-behind-beijings-moves-in-the-south-china-sea/article31284492/,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/china.html,Why deepen our relationship adding Free Trade deals and dual citizenship with countries that do not respect human rights or international law?,no,0.6641,"1
2","0.6562
0.3438",1,1,"

",,,
31284492,source1_31284492_7,The driving force behind Beijing's moves in the South China Sea,http://www.theglobeandmail.com/opinion/the-driving-force-behind-beijings-moves-in-the-south-china-sea/article31284492/,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/china.html,"China is an angry country with a big chip on its shoulder. It feels it has not been respected and is not being given its proper place in the international order. Add in the fact that China's aging, paranoid rulers use trumped-up nationalism as a way to deflect scrutiny from their own activities and you have a recipe for future conflict. The big danger is that this conflict could go from bellicose talk to actual war and this could easily start from a small incident in the South China Sea.",yes,1,"1
2","0.6562
0.3438",1,1,"

",,,
31284492,source1_31284492_8_0,The driving force behind Beijing's moves in the South China Sea,http://www.theglobeandmail.com/opinion/the-driving-force-behind-beijings-moves-in-the-south-china-sea/article31284492/,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/china.html,LOL...!,no,1,1,1,1,1,"

",,,
31284492,source1_31284492_8,The driving force behind Beijing's moves in the South China Sea,http://www.theglobeandmail.com/opinion/the-driving-force-behind-beijings-moves-in-the-south-china-sea/article31284492/,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/china.html,Justin against China. I don't like our chances.,no,1,"1
2","0.6559
0.3441",1,1,"

",,,
31284492,source1_31284492_9_0_0,The driving force behind Beijing's moves in the South China Sea,http://www.theglobeandmail.com/opinion/the-driving-force-behind-beijings-moves-in-the-south-china-sea/article31284492/,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/china.html,Where would your defeated and prostrate China be today if the Allies hadn't defeated Japan? Ingrate.,no,0.6804,"4
2","0.3441
0.3363",1,1,"

",,,
31284492,source1_31284492_9_0_1,The driving force behind Beijing's moves in the South China Sea,http://www.theglobeandmail.com/opinion/the-driving-force-behind-beijings-moves-in-the-south-china-sea/article31284492/,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/china.html,In WW 1 the 'Canadian' Army was predominantly citizens and attestation papers often show the next of kin as a parent/s or spouse living in UK.,yes,0.6559,"1
2","0.6559
0.3441",1,1,"

",,,
31284492,source1_31284492_9_0_2,The driving force behind Beijing's moves in the South China Sea,http://www.theglobeandmail.com/opinion/the-driving-force-behind-beijings-moves-in-the-south-china-sea/article31284492/,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/china.html,Thank you for reading Canada's national newspaper. Keep doing so and you may improve your English.,no,0.6637,"2
4","0.6559
0.3441",1,1,"

",,,
31284492,source1_31284492_9_0,The driving force behind Beijing's moves in the South China Sea,http://www.theglobeandmail.com/opinion/the-driving-force-behind-beijings-moves-in-the-south-china-sea/article31284492/,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/china.html,Of course even Canadian fought two British world wars. Only low life doesn't understand that.,no,1,"1
4","0.6562
0.3438",1,1,"

",,,
31284492,source1_31284492_9_1,The driving force behind Beijing's moves in the South China Sea,http://www.theglobeandmail.com/opinion/the-driving-force-behind-beijings-moves-in-the-south-china-sea/article31284492/,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/china.html,i'd guess you don't really talk to many Chinese people do you?,no,1,1,1,1,1,"

",,,
31284492,source1_31284492_9_2,The driving force behind Beijing's moves in the South China Sea,http://www.theglobeandmail.com/opinion/the-driving-force-behind-beijings-moves-in-the-south-china-sea/article31284492/,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/china.html,"Racist claptrap, MSL.",no,1,"1
4","0.6562
0.3438",1,1,"

",,,
31284492,source1_31284492_9,The driving force behind Beijing's moves in the South China Sea,http://www.theglobeandmail.com/opinion/the-driving-force-behind-beijings-moves-in-the-south-china-sea/article31284492/,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/china.html,"'The proposal has strong resonance in China domestically, as it would show Beijing fulfilling Mao’s mandate. 'It also resonates strongly with overseas Chinese, no matter how long have they lived in the Western liberal society. Some of them seemingly quite integrate into our free speech, free election and liberal society. But when it comes to the old motherland, hot blood boil immediately, there is no discussion especially when it comes to South China Sea and Japan. Any Chinese says something different, they will be shunned and shut down. Under the new Chinese imperial strategy (the Chinese now behaves the same as the Western imperialists they used to condemn), Canada would get a short end of the stick when we negotiate any trade deal. If we think otherwise, we are gullible.",yes,1,1,1,1,1,"

",,,
31284492,source1_31284492_10,The driving force behind Beijing's moves in the South China Sea,http://www.theglobeandmail.com/opinion/the-driving-force-behind-beijings-moves-in-the-south-china-sea/article31284492/,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/china.html,I read this article over again and it's still not clear what the 'driving force' is behind 'Beijing's moves in the South China Sea'. Would the Chinese still be doing the same thing if they actually trusted the U.S.? Or are they motivated by seeing what the U.S. has done in the Middle East (and elsewhere) ?,yes,0.6686,"2
1","0.3556
0.3314",1,1,"

",,,
31284492,source1_31284492_11_0,The driving force behind Beijing's moves in the South China Sea,http://www.theglobeandmail.com/opinion/the-driving-force-behind-beijings-moves-in-the-south-china-sea/article31284492/,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/china.html,"The U.S. refused to recognize Canada's internal waterway the Northwest Passage sovereignty. It challenged Canada claim by sailing war ships and subs through the Passage without notifying Canada. Just like any waters in the world it claims dominance. So be very careful about the Yanks. And not be stupid supporting its hegemony as the writer of this article clearly do.Canada and U.S. are allies in mutual defense. That's quite OK. But mutual defense DOES NOT mean we get dragged into it global wars of power and dominance. This is called the Pierre Trudeau Doctrine. The basis for Canada refusal to join in America war of ideology and hegemony in Vietnam, war of profit, power and religion in Iraq. Obama, a Nobel Peace Prize holder (but not winner), is responsible for initiating two potential global wars of the 21st century - new Cold War with Russia, War with China. It's all about power and profit. The Pentagon even commissioned a study by the Rand Corporation on how to fight a war with China, report just released. U.S. government sees China rise and activities in the S. China Sea as a direct challenge to its claimed global hegemony. There is some truth to it. American Navy currently can block all sea traffic on the Malacca Strait to chock off China. It has stationed forces in Singapore. China response to this threat is part of settling the borders on the South China Sea. A settlement to its favor is to enable China to defend the Malacca Strait blockage. If it works, America claim of global dominance will have a big limp cut off. Now what is Canada going to do with America challenge to our NWP sovereignty. Cry and beg? No, build a fleet of Arctic Offshore Patrol Boats, lightly armed, to act as surveillance and intruder trigger. There is only one force the U.S. empire mongers understand - Force.",yes,1,"2
1","0.3556
0.3314",1,1,"

",,,
31284492,source1_31284492_11,The driving force behind Beijing's moves in the South China Sea,http://www.theglobeandmail.com/opinion/the-driving-force-behind-beijings-moves-in-the-south-china-sea/article31284492/,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/china.html,"Oh come on. The full arctic is not ALL Canadian. We have a certain aspect, Russia has a certain aspect. And if we want to get historical, Russia has been around far longer than Canada has, hence they have a legitimate historical claim to the whole arctic. Other than that, If you folks looked into your history books that go past the 17th century all the way to the 6th, you will see that China has a historical claim to the South China Sea. Hence the name, South CHINA Sea. If it was not historically China's then perhaps the west should have renamed the area South Asian Sea. or South East Pacific Sea. But come on folks. The USA is a dying empire. It has not even won a legitimate war against a major world power in 3 quarters of a century. The USA is in deep debt and no way to dig its self out. Russia and China see the fall coming. Perhaps it is time we in Canada started to cozy up to them and not our southern racist neighbors. Perhaps with 2 countries that really could care less about their over all profit margins and more about the well fare of their own people. And no Clinton will not change crap. It will just be the same old same old with her. Except Russia and China will steam roll over her and let her walk into a global conflict.",yes,1,"1
4","0.687
0.313",1,1,"

",,,
31284492,source1_31284492_12,The driving force behind Beijing's moves in the South China Sea,http://www.theglobeandmail.com/opinion/the-driving-force-behind-beijings-moves-in-the-south-china-sea/article31284492/,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/china.html,"The recent deployment in S Korea of US THAAD systems threatens China's (sense of) balance of nuclear deterrent... The re emergence of a Japanese military and better US ties with Japan, Vietnam,the Philippines etc only increases their anxiety. Local history has left China with a lot of grudges. Its a brawl just waiting to happen...",yes,0.687,"1
4","0.687
0.313",1,1,"

",,,
31284492,source1_31284492_13,The driving force behind Beijing's moves in the South China Sea,http://www.theglobeandmail.com/opinion/the-driving-force-behind-beijings-moves-in-the-south-china-sea/article31284492/,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/china.html,"' So with Prime Minister Justin Trudeau’s coming visit to China, we look west to a China-dominated Asia-Pacific region to build our prosperity and refocus Canada’s foreign policy'The PRC negotiating team for the upcoming Canada-PRC free trade agreement must be cracking their ribs trying to contain their laughter. It's going to be a stand up comedy show with PRC having a lop sided advantage holding all the cards. Basically PRC will demand what China wants and the baffled and befuddled Canadians will have to comply or else for example PRC will threaten to stop capital outflows of private cash to Canada which is all that is propping up the hyperinflating Canadian RE industry and Canadian Banks. If PRC imposed outflow restrictions to Canada then 25% of Canada's fragile economy based on housing would implode. I can't believe China thinks so little of Trudeau... unbelievable....they must think he's some kind of empty headed Vogue poser who takes selfies, elbows people and tells everyone 'yes' or something ....",yes,1,"2
1","0.6438
0.3562",1,1,"

",,,
31284492,source1_31284492_14_0,The driving force behind Beijing's moves in the South China Sea,http://www.theglobeandmail.com/opinion/the-driving-force-behind-beijings-moves-in-the-south-china-sea/article31284492/,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/china.html,This has to have been written by Chinese government sponsored propagandists.,no,0.687,"3
1","0.3562
0.3308",1,1,"

",,,
31284492,source1_31284492_14,The driving force behind Beijing's moves in the South China Sea,http://www.theglobeandmail.com/opinion/the-driving-force-behind-beijings-moves-in-the-south-china-sea/article31284492/,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/china.html,"This column is alarmist in the extreme and also, unfortunately, surprisingly blind to Western excesses. Has anything that China has done in the recent past even come anywhere close to the illegality, instability-causing, and sheer assault on international institutions of the US invasion of Iraq? Of course not. So, when the Chinese claim that the West is applying 'double-standards' they are, unquestionably, correct. That does not excuse what China is doing in the South China Sea. Mr. Burton is correct to say that, legally, China has no case and its aggressive response is unproductive. But, again, China is simply following in the footsteps of Westerners. It is treating the surrounding region as the US has treated Latin America and the Middle East. China is actually a far better follower of international law than the US. Mr. Burton should simply know better than to stir up this kind of jingoistic nonsense.",yes,1,"1
2","0.3562
0.3308",1,1,"

",,,
31284492,source1_31284492_15_0,The driving force behind Beijing's moves in the South China Sea,http://www.theglobeandmail.com/opinion/the-driving-force-behind-beijings-moves-in-the-south-china-sea/article31284492/,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/china.html,Please be sure to pick up after it.,no,1,1,1,1,1,"

",,,
31284492,source1_31284492_15,The driving force behind Beijing's moves in the South China Sea,http://www.theglobeandmail.com/opinion/the-driving-force-behind-beijings-moves-in-the-south-china-sea/article31284492/,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/china.html,"I have a lapdog, he barks every time the big dog next door does. so annoying.",no,1,1,1,1,1,"

",,,
31284492,source1_31284492_16_0_0,The driving force behind Beijing's moves in the South China Sea,http://www.theglobeandmail.com/opinion/the-driving-force-behind-beijings-moves-in-the-south-china-sea/article31284492/,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/china.html,Please redo your English as a second language training.,no,1,"1
3","0.6477
0.3523",1,1,"

",,,
31284492,source1_31284492_16_0,The driving force behind Beijing's moves in the South China Sea,http://www.theglobeandmail.com/opinion/the-driving-force-behind-beijings-moves-in-the-south-china-sea/article31284492/,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/china.html,I don't quite understand why American need any allies when their defense budget is more than top xx military spending countries combined. It makes no sense in real war term unless you use it to control those 'allies'. They are totally useless since it is not WW2 time. Chinese think it is quite laughable when American cry for allies in Asia when facing China. It means you're so weak to hide behind someone else. And Chinese understand perfectly none of them can be put to a real fight. Allies are just BS in today's world.,yes,1,1,1,1,1,"

",,,
31284492,source1_31284492_17_0_0,The driving force behind Beijing's moves in the South China Sea,http://www.theglobeandmail.com/opinion/the-driving-force-behind-beijings-moves-in-the-south-china-sea/article31284492/,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/china.html,Everything they manufacture was invented and originally built in Western Countries. Manufacturers moved there to take advantage of low wages and lack of environmental and health and safety regulations. China could be driven back into penury by some nice stiff import tariffs imposed by the English speaking countries.,yes,0.6966,1,1,1,1,"

",,,
31284492,source1_31284492_17,The driving force behind Beijing's moves in the South China Sea,http://www.theglobeandmail.com/opinion/the-driving-force-behind-beijings-moves-in-the-south-china-sea/article31284492/,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/china.html,A nice 50% tariff imposed on Chinese imports entering the USA and Canada would work wonders.,no,1,1,1,1,1,"

",,,
31284492,source1_31284492_18,The driving force behind Beijing's moves in the South China Sea,http://www.theglobeandmail.com/opinion/the-driving-force-behind-beijings-moves-in-the-south-china-sea/article31284492/,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/china.html,"Boy it's hard to begin a refutation on Charles petty little lies and hypocrisy. An agent of the CIA and the Pentagon, America's Great War Machine, he is most definitely. A dispute between China, Taiwan, Vietnam and others on the extent of their respective sovereignty in the S. China Sea dates back to end of WW2, but originated around 1900. It's been a century of on/off squabbles, their own affairs. But when Hillary became SoS a few years ago she proclaimed with great hubris Asia Pivot! What this means is the U.S. will install massive military forces in the region to contain & control China. And thus the Obama regime inserted itself into this century old affair, made it America's business, to cover the real goal of Asia domination. To meddle in this adventure and see what come out of it just like Syria. And if its war so much the better. The design is classic but most evil. Nobody like to be 'contained' and China responded. [I like to see America being 'contained' one day and enjoy to see how it jumps and cries like a bullied child.]The so-called Tribunal is not a UN-sponsored body. It is just an opinion body in a far away European country with absolutely no court power. It deals only with economic matters, not politics or border. Philippines previous president asked it to pass an opinion on the matter of Exclusive Economic Zone (EEZ), not border or sovereignty. Specifically, what size of an island qualified for EEZ. The Tribunal reports that NO island or sandbar or reclaimed islands currently in the SCS qualify for EEZ. It also defined what size will qualify. That's it. No islands built or claimed by all parties - China, Taiwan, Philippines, Vietnam, Malaysia is an EEZ and therefore not a basis for border. That's the opinion for this body. The meaning is simply that they can build bigger islands to fit the EEZ definition, or just go sit down and work out a border solution. China is willing to talk but not with the U.S. inserting itself in the matter. The new Philippine president agreed and they will begin the talk. Once they formed a framework others may join to effect a solution. This of course is very bad news for American war mongers and Asian Pivoters. What would they do without the excuse to insert even more massive forces than they currently have in the region, to ensure there is a Vietnam War 2.0 to match Cold War 2.0 in Europe? Thus you have CIA puppet like Charles writing this article in desperation.",yes,1,1,1,1,1,"

",,,
31284492,source1_31284492_19_0,The driving force behind Beijing's moves in the South China Sea,http://www.theglobeandmail.com/opinion/the-driving-force-behind-beijings-moves-in-the-south-china-sea/article31284492/,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/china.html,"Looks like it. When it comes to one's portfolio, sovereignty takes on less meaning, something that the late Mel Hurtig failed to point out. He was not a socialist. We don't have sabers to rattle and our workforce has less and less to work at. Let's just sign the TPP and pull the sheet up over what's left. Who are we to be concerned about China's domestication of the western Pacific, the Indian Ocean and east Africa ?",yes,1,1,1,1,1,"

",,,
31284492,source1_31284492_19,The driving force behind Beijing's moves in the South China Sea,http://www.theglobeandmail.com/opinion/the-driving-force-behind-beijings-moves-in-the-south-china-sea/article31284492/,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/china.html,"'... a larger question is how to deal with China’s increasingly petty mean-spiritedness in dealing with Western countries,' now that we've sold our soul to the investment community. Is the application of select tariffs as we try to rebuild our manufacturing capacity across the whole range of products that we are no longer capable of making for ourselves anymore no longer possible in our finance-capital-led 'democracies' ? Too many investment portfolios would be threatened ?",yes,1,"1
2","0.6483
0.3517",1,1,"

",,,
31284492,source1_31284492_20,The driving force behind Beijing's moves in the South China Sea,http://www.theglobeandmail.com/opinion/the-driving-force-behind-beijings-moves-in-the-south-china-sea/article31284492/,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/china.html,"a defiant shot across the bow for Washington and Ottawa===Nonsense, remove Ottawa, what qualifies you to be here? It will be Chinese, everyone knows, like it or not.",yes,0.6797,"1
3","0.6562
0.3438",1,1,"

",,,
31284492,source1_31284492_21_0_0,The driving force behind Beijing's moves in the South China Sea,http://www.theglobeandmail.com/opinion/the-driving-force-behind-beijings-moves-in-the-south-china-sea/article31284492/,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/china.html,That scenario rather depends on who's in the White House. Trump might decide the Phillipines are on their own if they haven't paid the US enough protection money.,no,0.6641,"1
3","0.6562
0.3438",1,1,"

",,,
31284492,source1_31284492_21_0_1,The driving force behind Beijing's moves in the South China Sea,http://www.theglobeandmail.com/opinion/the-driving-force-behind-beijings-moves-in-the-south-china-sea/article31284492/,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/china.html,"What, let Teddy Roosevelt's acquisition go just like that ?",no,1,"1
2","0.6562
0.3438",1,1,"

",,,
31284492,source1_31284492_21_0_2,The driving force behind Beijing's moves in the South China Sea,http://www.theglobeandmail.com/opinion/the-driving-force-behind-beijings-moves-in-the-south-china-sea/article31284492/,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/china.html,"""What, let Teddy Roosevelt's acquisition go just like that ?"" ...Really GV, Teddy was only Under-Secretary of the Navy. It's McKinley's, or maybe Hearst's acquisition....",no,0.6641,"1
3","0.6562
0.3438",1,1,"

",,,
31284492,source1_31284492_21_0_3,The driving force behind Beijing's moves in the South China Sea,http://www.theglobeandmail.com/opinion/the-driving-force-behind-beijings-moves-in-the-south-china-sea/article31284492/,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/china.html,Is this the US navy where its sailors quickly surrendered to the Iranians back in January? The ones tearfully thanking the Iranians for not hurting them?,yes,0.6499,"2
1","0.6578
0.3422",1,1,"

",,,
31284492,source1_31284492_21_0_4,The driving force behind Beijing's moves in the South China Sea,http://www.theglobeandmail.com/opinion/the-driving-force-behind-beijings-moves-in-the-south-china-sea/article31284492/,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/china.html,"Teddy Roosevelt instructed the admiral of the U.S. naval force sitting outside Manila Bay to be prepared to blow up the Spanish navy sitting in the harbour. With the sinking of the battleship Maine in harbour (it was likely an accident) the order went out to destroy the Spanish naval force in the Philippines , which was accomplished in one hour - without the loss of life of one American seaman. Then Teddy resigned his position as under-secretary, formed up his Roughriders cavalry unit and rode up San Juan Hill. The rest is history........which you should really read in depth sometime. MM . McKinley was more for shooting at.",yes,0.6578,1,1,1,1,"

",,,
31284492,source1_31284492_21_0_5,The driving force behind Beijing's moves in the South China Sea,http://www.theglobeandmail.com/opinion/the-driving-force-behind-beijings-moves-in-the-south-china-sea/article31284492/,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/china.html,"Really, MM.",no,1,"1
2","0.6923
0.3077",1,1,"

",,,
31284492,source1_31284492_21_0,The driving force behind Beijing's moves in the South China Sea,http://www.theglobeandmail.com/opinion/the-driving-force-behind-beijings-moves-in-the-south-china-sea/article31284492/,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/china.html,Will they crush the US Navy that will support the Phillipines in the event of military action?,yes,0.6499,"2
1","0.6578
0.3422",1,1,"

",,,
31284492,source1_31284492_21_1,The driving force behind Beijing's moves in the South China Sea,http://www.theglobeandmail.com/opinion/the-driving-force-behind-beijings-moves-in-the-south-china-sea/article31284492/,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/china.html,'Peaceful negotiations' with China means 'peace if you accept China's terms'.It's not a negotiation when one side won't make any concessions.,no,0.665,1,1,1,1,"

",,,
31284492,source1_31284492_21,The driving force behind Beijing's moves in the South China Sea,http://www.theglobeandmail.com/opinion/the-driving-force-behind-beijings-moves-in-the-south-china-sea/article31284492/,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/china.html,"There are some errors in this column. The Permanent Court of Arbitration is a private organization and has nothing to do with the UN. The UN has no position on the Philippines vs China case. There is no international consensus on the South China Sea ruling. So far only the United States, Canada, Australia, New Zealand, Japan, Philippines, and Vietnam has said the case was binding. All other countries have released statements exhorting the importance of UNCLOS and the need for a peaceful settlement. If it comes to military force, then China will crush the Philippines navy in a couple of days. The Philippines navy is the weakest in Asia with obsolete boats and little fuel and ammunition. China has continuously called for peaceful negotiation with the Philippines and other countries. The new Philippines President, Rodrigo Duterte, seems to want negotiation with China as he wants Chinese investment in infrastructure.",yes,1,1,1,1,1,"

",,,
31284492,source2_31284492_15,The driving force behind Beijing's moves in the South China Sea,http://www.theglobeandmail.com/opinion/the-driving-force-behind-beijings-moves-in-the-south-china-sea/article31284492/,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/china.html,"Under the Obama administration, our allies no longer trust us (Israel in particular) and our enemies no longer respect or fear us. It is that simple. China wants the US influence out of the Pacific theater, and Russia has already made their moves in the Middle East in Syria, in Iraq, and with Iran building the large nuclear reactor and selling the Iranians several S-400 SAM radar controlled anti aircraft missiles and platforms.",yes,1,1,1,1,1,"

",,,
29425530,source1_29425530_0_0_0,Why Belgium is ground zero for jihadi terrorism,http://www.theglobeandmail.com/opinion/why-belgium-is-ground-zero-for-jihadi-terrorism/article29425530/,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/belgium.html,"Right, the Chinese, the Japanese, the Irish, the poles, the Italians, the Hungarians, the Vietnamese, the Tamils, the Hindus, the Sikhs, etc. have all come to Canada and have had trouble getting established at first but they haven't resorted to attacking, shooting, suicide bombing and killing just because they had trouble getting established.",yes,1,"1
2","0.6795
0.3205",1,1,"

",,,
29425530,source1_29425530_0_0_1,Why Belgium is ground zero for jihadi terrorism,http://www.theglobeandmail.com/opinion/why-belgium-is-ground-zero-for-jihadi-terrorism/article29425530/,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/belgium.html,"Nope, the immigrants have turned to organized crime. Think the Italian Mafia, Chinese Triads, Latino Cartels, etc. This happens because the immigrants have a hard time finding regular jobs due to discrimination. As for terrorism, diasporas are often involved due to their inflated patriotism. In Canada we have seen Irish/Sikh/Tamil/Islamic terrorists living here. There have also been the FLQ, communists, and other ideological terrorists (who I don't know a lot about).",yes,1,1,1,1,1,"

",,,
29425530,source1_29425530_0_0,Why Belgium is ground zero for jihadi terrorism,http://www.theglobeandmail.com/opinion/why-belgium-is-ground-zero-for-jihadi-terrorism/article29425530/,http://www.sfu.ca/content/dam/sfu/discourse-lab/globe/belgium.html,"Exactly. Other immigrants groups everywhere have suffered disadvantages, but haven't turned to terrorism, because they don't have an ideology that justifies it.",no,0.6421,1,1,1,1,"

",,,
